,resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,status,circuitId,name,country,year
1322,21128,855,22,3,11.0,13,17.0,17,17,0.0,53,+1:14.191,5527618.0,53.0,16.0,01:39.1,210.993,Finished,22,Suzuka Circuit,Japan,2011
1323,21129,855,5,205,20.0,18,18.0,18,18,0.0,53,+1:27.824,5541251.0,50.0,17.0,01:39.3,210.532,Finished,22,Suzuka Circuit,Japan,2011
1324,21130,855,15,205,21.0,19,19.0,19,19,0.0,53,+1:36.140,5549567.0,49.0,18.0,01:39.6,209.973,Finished,22,Suzuka Circuit,Japan,2011
1325,21136,856,20,9,1.0,2,1.0,1,1,25.0,55,38:02.0,5881994.0,55.0,1.0,01:39.6,202.941,Finished,35,Korean International Circuit,Korea,2011
1326,21137,856,1,1,3.0,1,2.0,2,2,18.0,55,12.019,5894013.0,54.0,3.0,01:40.5,201.216,Finished,35,Korean International Circuit,Korea,2011
1327,21138,856,17,9,2.0,4,3.0,3,3,15.0,55,12.477,5894471.0,55.0,2.0,01:40.3,201.547,Finished,35,Korean International Circuit,Korea,2011
1328,21139,856,18,1,4.0,3,4.0,4,4,12.0,55,14.694,5896688.0,55.0,7.0,01:40.7,200.716,Finished,35,Korean International Circuit,Korea,2011
1329,21140,856,4,6,5.0,6,5.0,5,5,10.0,55,15.689,5897683.0,41.0,6.0,01:40.5,201.04,Finished,35,Korean International Circuit,Korea,2011
1330,21141,856,13,6,6.0,5,6.0,6,6,8.0,55,25.133,5907127.0,51.0,5.0,01:40.5,201.052,Finished,35,Korean International Circuit,Korea,2011
1331,21142,856,153,5,19.0,11,7.0,7,7,6.0,55,49.538,5931532.0,55.0,8.0,01:40.9,200.257,Finished,35,Korean International Circuit,Korea,2011
1332,21143,856,3,131,8.0,7,8.0,8,8,4.0,55,54.053,5936047.0,49.0,9.0,01:41.8,198.624,Finished,35,Korean International Circuit,Korea,2011
1333,21144,856,67,5,18.0,13,9.0,9,9,2.0,55,+1:02.762,5944756.0,50.0,4.0,01:40.5,201.06,Finished,35,Korean International Circuit,Korea,2011
1334,21145,856,814,10,15.0,9,10.0,10,10,1.0,55,+1:08.602,5950596.0,50.0,12.0,01:42.1,197.978,Finished,35,Korean International Circuit,Korea,2011
1335,21146,856,16,10,14.0,10,11.0,11,11,0.0,55,+1:11.229,5953223.0,49.0,10.0,01:42.0,198.149,Finished,35,Korean International Circuit,Korea,2011
1336,21147,856,22,3,11.0,18,12.0,12,12,0.0,55,+1:33.068,5975062.0,54.0,13.0,01:42.4,197.458,Finished,35,Korean International Circuit,Korea,2011
1337,21160,857,20,9,1.0,1,1.0,1,1,25.0,60,30:35.0,5435002.0,60.0,1.0,01:27.2,211.463,Finished,68,Buddh International Circuit,India,2011
1338,21161,857,18,1,4.0,4,2.0,2,2,18.0,60,8.433,5443435.0,60.0,4.0,01:28.0,209.737,Finished,68,Buddh International Circuit,India,2011
1339,21162,857,4,6,5.0,3,3.0,3,3,15.0,60,24.301,5459303.0,58.0,3.0,01:28.0,209.771,Finished,68,Buddh International Circuit,India,2011
1340,21163,857,17,9,2.0,2,4.0,4,4,12.0,60,25.529,5460531.0,59.0,2.0,01:27.5,210.808,Finished,68,Buddh International Circuit,India,2011
1341,21164,857,30,131,7.0,11,5.0,5,5,10.0,60,+1:05.421,5500423.0,48.0,5.0,01:28.5,208.359,Finished,68,Buddh International Circuit,India,2011
1342,21165,857,3,131,8.0,7,6.0,6,6,8.0,60,+1:06.851,5501853.0,59.0,6.0,01:28.6,208.239,Finished,68,Buddh International Circuit,India,2011
1343,21166,857,1,1,3.0,5,7.0,7,7,6.0,60,+1:24.183,5519185.0,58.0,9.0,01:28.7,207.955,Finished,68,Buddh International Circuit,India,2011
1344,21184,858,1,1,3.0,2,1.0,1,1,25.0,55,37:11.9,5831886.0,51.0,3.0,01:43.5,193.255,Finished,24,Yas Marina Circuit,UAE,2011
1345,21185,858,4,6,5.0,5,2.0,2,2,18.0,55,8.457,5840343.0,41.0,6.0,01:43.9,192.412,Finished,24,Yas Marina Circuit,UAE,2011
1346,21186,858,18,1,4.0,3,3.0,3,3,15.0,55,25.881,5857767.0,51.0,2.0,01:43.2,193.83,Finished,24,Yas Marina Circuit,UAE,2011
1347,21187,858,17,9,2.0,4,4.0,4,4,12.0,55,35.784,5867670.0,51.0,1.0,01:42.6,194.854,Finished,24,Yas Marina Circuit,UAE,2011
1348,21188,858,13,6,6.0,6,5.0,5,5,10.0,55,50.578,5882464.0,51.0,10.0,01:44.3,191.722,Finished,24,Yas Marina Circuit,UAE,2011
1349,21189,858,3,131,8.0,7,6.0,6,6,8.0,55,52.317,5884203.0,55.0,7.0,01:44.0,192.266,Finished,24,Yas Marina Circuit,UAE,2011
1350,21190,858,30,131,7.0,8,7.0,7,7,6.0,55,+1:15.964,5907850.0,48.0,15.0,01:44.9,190.575,Finished,24,Yas Marina Circuit,UAE,2011
1351,21191,858,16,10,14.0,9,8.0,8,8,4.0,55,+1:17.122,5909008.0,53.0,14.0,01:44.7,190.952,Finished,24,Yas Marina Circuit,UAE,2011
1352,21192,858,814,10,15.0,10,9.0,9,9,2.0,55,+1:41.087,5932973.0,49.0,9.0,01:44.1,192.032,Finished,24,Yas Marina Circuit,UAE,2011
1353,21208,859,17,9,2.0,2,1.0,1,1,25.0,71,32:17.5,5537464.0,71.0,1.0,01:15.3,205.942,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2011
1354,21209,859,20,9,1.0,1,2.0,2,2,18.0,71,16.983,5554447.0,68.0,3.0,01:16.1,203.906,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2011
1355,21210,859,18,1,4.0,3,3.0,3,3,15.0,71,27.638,5565102.0,63.0,2.0,01:15.6,205.244,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2011
1356,21211,859,4,6,5.0,5,4.0,4,4,12.0,71,35.048,5572512.0,65.0,4.0,01:16.2,203.625,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2011
1357,21212,859,13,6,6.0,7,5.0,5,5,10.0,71,+1:06.733,5604197.0,64.0,12.0,01:17.3,200.753,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2011
1358,21232,860,18,1,3.0,2,1.0,1,1,25.0,58,34:09.6,5649565.0,56.0,1.0,01:29.2,214.053,Finished,1,Albert Park Grand Prix Circuit,Australia,2012
1359,21233,860,20,9,1.0,6,2.0,2,2,18.0,58,2.139,5651704.0,57.0,2.0,01:29.4,213.503,Finished,1,Albert Park Grand Prix Circuit,Australia,2012
1360,21234,860,1,1,4.0,1,3.0,3,3,15.0,58,4.075,5653640.0,57.0,4.0,01:29.5,213.214,Finished,1,Albert Park Grand Prix Circuit,Australia,2012
1361,21235,860,17,9,2.0,5,4.0,4,4,12.0,58,4.547,5654112.0,57.0,3.0,01:29.4,213.452,Finished,1,Albert Park Grand Prix Circuit,Australia,2012
1362,21236,860,4,6,5.0,12,5.0,5,5,10.0,58,21.565,5671130.0,52.0,7.0,01:30.3,211.469,Finished,1,Albert Park Grand Prix Circuit,Australia,2012
1363,21237,860,155,15,14.0,13,6.0,6,6,8.0,58,36.766,5686331.0,55.0,10.0,01:30.6,210.668,Finished,1,Albert Park Grand Prix Circuit,Australia,2012
1364,21238,860,8,208,9.0,17,7.0,7,7,6.0,58,38.014,5687579.0,50.0,11.0,01:30.8,210.346,Finished,1,Albert Park Grand Prix Circuit,Australia,2012
1365,21239,860,815,15,15.0,22,8.0,8,8,4.0,58,39.458,5689023.0,46.0,12.0,01:30.8,210.151,Finished,1,Albert Park Grand Prix Circuit,Australia,2012
1366,21240,860,817,5,16.0,10,9.0,9,9,2.0,58,39.556,5689121.0,53.0,8.0,01:30.6,210.733,Finished,1,Albert Park Grand Prix Circuit,Australia,2012
1367,21241,860,814,10,11.0,15,10.0,10,10,1.0,58,39.737,5689302.0,57.0,9.0,01:30.6,210.703,Finished,1,Albert Park Grand Prix Circuit,Australia,2012
1368,21242,860,818,5,17.0,11,11.0,11,11,0.0,58,39.848,5689413.0,52.0,6.0,01:30.3,211.476,Finished,1,Albert Park Grand Prix Circuit,Australia,2012
1369,21243,860,3,131,8.0,7,12.0,12,12,0.0,58,57.642,5707207.0,53.0,14.0,01:30.9,209.948,Finished,1,Albert Park Grand Prix Circuit,Australia,2012
1370,21256,861,4,6,5.0,8,1.0,1,1,25.0,56,44:51.8,9891812.0,53.0,7.0,01:41.7,196.25,Finished,2,Sepang International Circuit,Malaysia,2012
1371,21257,861,815,15,15.0,9,2.0,2,2,18.0,56,2.263,9894075.0,54.0,3.0,01:41.0,197.531,Finished,2,Sepang International Circuit,Malaysia,2012
1372,21258,861,1,1,4.0,1,3.0,3,3,15.0,56,14.591,9906403.0,50.0,6.0,01:41.5,196.523,Finished,2,Sepang International Circuit,Malaysia,2012
1373,21259,861,17,9,2.0,4,4.0,4,4,12.0,56,17.688,9909500.0,52.0,2.0,01:41.0,197.539,Finished,2,Sepang International Circuit,Malaysia,2012
1374,21260,861,8,208,9.0,10,5.0,5,5,10.0,56,29.456,9921268.0,53.0,1.0,01:40.7,198.117,Finished,2,Sepang International Circuit,Malaysia,2012
1375,21261,861,811,3,19.0,13,6.0,6,6,8.0,56,37.667,9929479.0,55.0,5.0,01:41.4,196.785,Finished,2,Sepang International Circuit,Malaysia,2012
1376,21262,861,814,10,11.0,14,7.0,7,7,6.0,56,44.412,9936224.0,55.0,10.0,01:41.8,195.983,Finished,2,Sepang International Circuit,Malaysia,2012
1377,21263,861,818,5,17.0,18,8.0,8,8,4.0,56,46.985,9938797.0,55.0,12.0,01:41.9,195.785,Finished,2,Sepang International Circuit,Malaysia,2012
1378,21264,861,807,10,12.0,16,9.0,9,9,2.0,56,47.892,9939704.0,51.0,15.0,01:42.2,195.304,Finished,2,Sepang International Circuit,Malaysia,2012
1379,21265,861,30,131,7.0,3,10.0,10,10,1.0,56,49.996,9941808.0,53.0,9.0,01:41.8,196.096,Finished,2,Sepang International Circuit,Malaysia,2012
1380,21266,861,20,9,1.0,5,11.0,11,11,0.0,56,+1:15.527,9967339.0,50.0,4.0,01:41.3,196.905,Finished,2,Sepang International Circuit,Malaysia,2012
1381,21267,861,817,5,16.0,15,12.0,12,12,0.0,56,+1:16.828,9968640.0,54.0,8.0,01:41.8,196.104,Finished,2,Sepang International Circuit,Malaysia,2012
1382,21268,861,3,131,8.0,7,13.0,13,13,0.0,56,+1:18.593,9970405.0,51.0,11.0,01:41.9,195.898,Finished,2,Sepang International Circuit,Malaysia,2012
1383,21269,861,18,1,3.0,2,14.0,14,14,0.0,56,+1:19.719,9971531.0,50.0,14.0,01:42.1,195.443,Finished,2,Sepang International Circuit,Malaysia,2012
1384,21270,861,13,6,6.0,12,15.0,15,15,0.0,56,+1:37.319,9989131.0,56.0,13.0,01:42.1,195.537,Finished,2,Sepang International Circuit,Malaysia,2012
1385,21280,862,3,131,8.0,1,1.0,1,1,25.0,56,36:26.9,5786929.0,40.0,8.0,01:41.0,194.356,Finished,17,Shanghai International Circuit,China,2012
1386,21281,862,18,1,3.0,5,2.0,2,2,18.0,56,20.626,5807555.0,56.0,3.0,01:40.4,195.411,Finished,17,Shanghai International Circuit,China,2012
1387,21282,862,1,1,4.0,7,3.0,3,3,15.0,56,26.012,5812941.0,40.0,6.0,01:40.5,195.201,Finished,17,Shanghai International Circuit,China,2012
1388,21283,862,17,9,2.0,6,4.0,4,4,12.0,56,27.924,5814853.0,52.0,5.0,01:40.5,195.279,Finished,17,Shanghai International Circuit,China,2012
1389,21284,862,20,9,1.0,11,5.0,5,5,10.0,56,30.483,5817412.0,33.0,7.0,01:40.6,195.063,Finished,17,Shanghai International Circuit,China,2012
1390,21285,862,154,208,10.0,10,6.0,6,6,8.0,56,31.491,5818420.0,35.0,11.0,01:41.1,194.062,Finished,17,Shanghai International Circuit,China,2012
1391,21286,862,811,3,19.0,14,7.0,7,7,6.0,56,34.597,5821526.0,37.0,16.0,01:41.3,193.731,Finished,17,Shanghai International Circuit,China,2012
1392,21287,862,813,3,18.0,13,8.0,8,8,4.0,56,35.643,5822572.0,36.0,4.0,01:40.5,195.294,Finished,17,Shanghai International Circuit,China,2012
1393,21288,862,4,6,5.0,9,9.0,9,9,2.0,56,37.256,5824185.0,41.0,12.0,01:41.2,194.001,Finished,17,Shanghai International Circuit,China,2012
1394,21289,862,155,15,14.0,3,10.0,10,10,1.0,56,38.72,5825649.0,40.0,1.0,01:40.0,196.314,Finished,17,Shanghai International Circuit,China,2012
1395,21290,862,815,15,15.0,8,11.0,11,11,0.0,56,41.066,5827995.0,37.0,10.0,01:41.1,194.156,Finished,17,Shanghai International Circuit,China,2012
1396,21291,862,814,10,11.0,15,12.0,12,12,0.0,56,42.273,5829202.0,40.0,17.0,01:41.5,193.339,Finished,17,Shanghai International Circuit,China,2012
1397,21292,862,13,6,6.0,12,13.0,13,13,0.0,56,42.779,5829708.0,48.0,14.0,01:41.2,193.832,Finished,17,Shanghai International Circuit,China,2012
1398,21293,862,8,208,9.0,4,14.0,14,14,0.0,56,50.573,5837502.0,43.0,18.0,01:41.8,192.777,Finished,17,Shanghai International Circuit,China,2012
1399,21294,862,807,10,12.0,16,15.0,15,15,0.0,56,51.213,5838142.0,48.0,9.0,01:41.0,194.337,Finished,17,Shanghai International Circuit,China,2012
1400,21295,862,818,5,17.0,24,16.0,16,16,0.0,56,51.756,5838685.0,48.0,2.0,01:40.0,196.198,Finished,17,Shanghai International Circuit,China,2012
1401,21296,862,817,5,16.0,17,17.0,17,17,0.0,56,+1:03.156,5850085.0,40.0,15.0,01:41.3,193.811,Finished,17,Shanghai International Circuit,China,2012
1402,21304,863,20,9,1.0,1,1.0,1,1,25.0,57,35:11.0,5710990.0,41.0,1.0,01:36.4,202.151,Finished,3,Bahrain International Circuit,Bahrain,2012
1403,21305,863,8,208,9.0,11,2.0,2,2,18.0,57,3.333,5714323.0,41.0,5.0,01:37.1,200.617,Finished,3,Bahrain International Circuit,Bahrain,2012
1404,21306,863,154,208,10.0,7,3.0,3,3,15.0,57,10.194,5721184.0,42.0,3.0,01:36.9,201.006,Finished,3,Bahrain International Circuit,Bahrain,2012
1405,21307,863,17,9,2.0,3,4.0,4,4,12.0,57,38.788,5749778.0,45.0,6.0,01:37.4,199.956,Finished,3,Bahrain International Circuit,Bahrain,2012
1406,21308,863,3,131,8.0,5,5.0,5,5,10.0,57,55.46,5766450.0,41.0,10.0,01:38.1,198.646,Finished,3,Bahrain International Circuit,Bahrain,2012
1407,21309,863,814,10,11.0,10,6.0,6,6,8.0,57,57.543,5768533.0,41.0,18.0,01:38.4,198.056,Finished,3,Bahrain International Circuit,Bahrain,2012
1408,21310,863,4,6,5.0,9,7.0,7,7,6.0,57,57.803,5768793.0,44.0,15.0,01:38.2,198.397,Finished,3,Bahrain International Circuit,Bahrain,2012
1409,21311,863,1,1,4.0,2,8.0,8,8,4.0,57,58.984,5769974.0,38.0,7.0,01:37.7,199.351,Finished,3,Bahrain International Circuit,Bahrain,2012
1410,21312,863,13,6,6.0,14,9.0,9,9,2.0,57,+1:04.999,5775989.0,42.0,12.0,01:38.1,198.558,Finished,3,Bahrain International Circuit,Bahrain,2012
1411,21313,863,30,131,7.0,22,10.0,10,10,1.0,57,+1:11.490,5782480.0,39.0,13.0,01:38.1,198.548,Finished,3,Bahrain International Circuit,Bahrain,2012
1412,21314,863,815,15,15.0,8,11.0,11,11,0.0,57,+1:12.702,5783692.0,39.0,14.0,01:38.1,198.512,Finished,3,Bahrain International Circuit,Bahrain,2012
1413,21315,863,807,10,12.0,13,12.0,12,12,0.0,57,+1:16.539,5787529.0,46.0,17.0,01:38.3,198.177,Finished,3,Bahrain International Circuit,Bahrain,2012
1414,21316,863,155,15,14.0,12,13.0,13,13,0.0,57,+1:30.334,5801324.0,54.0,2.0,01:36.7,201.48,Finished,3,Bahrain International Circuit,Bahrain,2012
1415,21317,863,818,5,17.0,17,14.0,14,14,0.0,57,+1:33.723,5804713.0,43.0,4.0,01:37.1,200.737,Finished,3,Bahrain International Circuit,Bahrain,2012
1416,21328,864,813,3,18.0,1,1.0,1,1,25.0,66,39:09.1,5949145.0,26.0,6.0,01:27.9,190.635,Finished,4,Circuit de Barcelona-Catalunya,Spain,2012
1417,21329,864,4,6,5.0,2,2.0,2,2,18.0,66,3.195,5952340.0,46.0,3.0,01:27.4,191.761,Finished,4,Circuit de Barcelona-Catalunya,Spain,2012
1418,21330,864,8,208,9.0,4,3.0,3,3,15.0,66,3.884,5953029.0,50.0,2.0,01:26.9,192.758,Finished,4,Circuit de Barcelona-Catalunya,Spain,2012
1419,21331,864,154,208,10.0,3,4.0,4,4,12.0,66,14.799,5963944.0,53.0,1.0,01:26.3,194.295,Finished,4,Circuit de Barcelona-Catalunya,Spain,2012
1420,21332,864,155,15,14.0,9,5.0,5,5,10.0,66,+1:04.641,6013786.0,45.0,8.0,01:28.3,189.857,Finished,4,Circuit de Barcelona-Catalunya,Spain,2012
1421,21333,864,20,9,1.0,7,6.0,6,6,8.0,66,+1:07.576,6016721.0,65.0,4.0,01:27.8,190.935,Finished,4,Circuit de Barcelona-Catalunya,Spain,2012
1422,21334,864,3,131,8.0,6,7.0,7,7,6.0,66,+1:17.919,6027064.0,45.0,7.0,01:28.1,190.107,Finished,4,Circuit de Barcelona-Catalunya,Spain,2012
1423,21335,864,1,1,4.0,24,8.0,8,8,4.0,66,+1:18.140,6027285.0,50.0,18.0,01:28.9,188.465,Finished,4,Circuit de Barcelona-Catalunya,Spain,2012
1424,21336,864,18,1,3.0,10,9.0,9,9,2.0,66,+1:25.246,6034391.0,41.0,14.0,01:28.6,189.09,Finished,4,Circuit de Barcelona-Catalunya,Spain,2012
1425,21352,865,17,9,2.0,1,1.0,1,1,25.0,78,46:06.6,6366557.0,45.0,3.0,01:18.8,152.579,Finished,6,Circuit de Monaco,Monaco,2012
1426,21353,865,3,131,8.0,2,2.0,2,2,18.0,78,0.643,6367200.0,46.0,7.0,01:19.0,152.246,Finished,6,Circuit de Monaco,Monaco,2012
1427,21354,865,4,6,5.0,5,3.0,3,3,15.0,78,0.947,6367504.0,45.0,5.0,01:18.9,152.478,Finished,6,Circuit de Monaco,Monaco,2012
1428,21355,865,20,9,1.0,9,4.0,4,4,12.0,78,1.343,6367900.0,43.0,9.0,01:19.1,152.056,Finished,6,Circuit de Monaco,Monaco,2012
1429,21356,865,1,1,4.0,3,5.0,5,5,10.0,78,4.101,6370658.0,46.0,4.0,01:18.8,152.577,Finished,6,Circuit de Monaco,Monaco,2012
1430,21357,865,13,6,6.0,7,6.0,6,6,8.0,78,6.195,6372752.0,41.0,10.0,01:19.1,152.008,Finished,6,Circuit de Monaco,Monaco,2012
1431,21358,865,814,10,11.0,14,7.0,7,7,6.0,78,41.537,6408094.0,51.0,17.0,01:19.8,150.757,Finished,6,Circuit de Monaco,Monaco,2012
1432,21359,865,807,10,12.0,10,8.0,8,8,4.0,78,42.562,6409119.0,35.0,2.0,01:18.4,153.322,Finished,6,Circuit de Monaco,Monaco,2012
1433,21360,865,8,208,9.0,8,9.0,9,9,2.0,78,44.036,6410593.0,51.0,12.0,01:19.2,151.73,Finished,6,Circuit de Monaco,Monaco,2012
1434,21361,865,811,3,19.0,13,10.0,10,10,1.0,78,44.516,6411073.0,51.0,11.0,01:19.2,151.843,Finished,6,Circuit de Monaco,Monaco,2012
1435,21376,866,1,1,4.0,2,1.0,1,1,25.0,70,32:29.6,5549586.0,59.0,6.0,01:17.0,203.837,Finished,7,Circuit Gilles Villeneuve,Canada,2012
1436,21377,866,154,208,10.0,7,2.0,2,2,18.0,70,2.513,5552099.0,57.0,11.0,01:17.3,203.194,Finished,7,Circuit Gilles Villeneuve,Canada,2012
1437,21378,866,815,15,15.0,15,3.0,3,3,15.0,70,5.26,5554846.0,67.0,3.0,01:16.4,205.454,Finished,7,Circuit Gilles Villeneuve,Canada,2012
1438,21379,866,20,9,1.0,1,4.0,4,4,12.0,70,7.295,5556881.0,70.0,1.0,01:15.8,207.249,Finished,7,Circuit Gilles Villeneuve,Canada,2012
1439,21380,866,4,6,5.0,3,5.0,5,5,10.0,70,13.411,5562997.0,42.0,15.0,01:17.8,201.742,Finished,7,Circuit Gilles Villeneuve,Canada,2012
1440,21381,866,3,131,8.0,5,6.0,6,6,8.0,70,13.842,5563428.0,67.0,7.0,01:17.1,203.732,Finished,7,Circuit Gilles Villeneuve,Canada,2012
1441,21382,866,17,9,2.0,4,7.0,7,7,6.0,70,15.085,5564671.0,62.0,8.0,01:17.1,203.544,Finished,7,Circuit Gilles Villeneuve,Canada,2012
1442,21383,866,8,208,9.0,12,8.0,8,8,4.0,70,15.567,5565153.0,70.0,5.0,01:16.8,204.517,Finished,7,Circuit Gilles Villeneuve,Canada,2012
1443,21384,866,155,15,14.0,11,9.0,9,9,2.0,70,24.432,5574018.0,61.0,12.0,01:17.5,202.669,Finished,7,Circuit Gilles Villeneuve,Canada,2012
1444,21385,866,13,6,6.0,6,10.0,10,10,1.0,70,25.272,5574858.0,69.0,2.0,01:16.2,206.08,Finished,7,Circuit Gilles Villeneuve,Canada,2012
1445,21386,866,814,10,11.0,8,11.0,11,11,0.0,70,37.693,5587279.0,63.0,10.0,01:17.2,203.312,Finished,7,Circuit Gilles Villeneuve,Canada,2012
1446,21387,866,807,10,12.0,13,12.0,12,12,0.0,70,46.236,5595822.0,62.0,9.0,01:17.2,203.357,Finished,7,Circuit Gilles Villeneuve,Canada,2012
1447,21388,866,813,3,18.0,22,13.0,13,13,0.0,70,47.052,5596638.0,67.0,13.0,01:17.5,202.604,Finished,7,Circuit Gilles Villeneuve,Canada,2012
1448,21389,866,817,5,16.0,14,14.0,14,14,0.0,70,+1:04.475,5614061.0,70.0,4.0,01:16.6,204.931,Finished,7,Circuit Gilles Villeneuve,Canada,2012
1449,21400,867,4,6,5.0,11,1.0,1,1,25.0,57,44:16.6,6256649.0,40.0,5.0,01:43.7,188.185,Finished,12,Valencia Street Circuit,Spain,2012
1450,21401,867,8,208,9.0,5,2.0,2,2,18.0,57,6.421,6263070.0,43.0,7.0,01:43.7,188.148,Finished,12,Valencia Street Circuit,Spain,2012
1451,21402,867,30,131,7.0,12,3.0,3,3,15.0,57,12.639,6269288.0,43.0,3.0,01:43.1,189.22,Finished,12,Valencia Street Circuit,Spain,2012
1452,21403,867,17,9,2.0,19,4.0,4,4,12.0,57,13.628,6270277.0,40.0,2.0,01:42.7,189.923,Finished,12,Valencia Street Circuit,Spain,2012
1453,21404,867,807,10,12.0,8,5.0,5,5,10.0,57,19.993,6276642.0,40.0,13.0,01:44.2,187.174,Finished,12,Valencia Street Circuit,Spain,2012
1454,21405,867,3,131,8.0,6,6.0,6,6,8.0,57,21.176,6277825.0,54.0,1.0,01:42.2,190.953,Finished,12,Valencia Street Circuit,Spain,2012
1455,21406,867,814,10,11.0,10,7.0,7,7,6.0,57,22.866,6279515.0,45.0,11.0,01:44.1,187.398,Finished,12,Valencia Street Circuit,Spain,2012
1456,21407,867,18,1,3.0,9,8.0,8,8,4.0,57,24.653,6281302.0,48.0,17.0,01:44.8,186.138,Finished,12,Valencia Street Circuit,Spain,2012
1457,21408,867,815,15,15.0,15,9.0,9,9,2.0,57,27.777,6284426.0,43.0,4.0,01:43.5,188.439,Finished,12,Valencia Street Circuit,Spain,2012
1458,21409,867,811,3,19.0,14,10.0,10,10,1.0,57,35.961,6292610.0,44.0,12.0,01:44.1,187.38,Finished,12,Valencia Street Circuit,Spain,2012
1459,21410,867,817,5,16.0,17,11.0,11,11,0.0,57,37.041,6293690.0,44.0,6.0,01:43.7,188.17,Finished,12,Valencia Street Circuit,Spain,2012
1460,21411,867,813,3,18.0,3,12.0,12,12,0.0,57,54.63,6311279.0,43.0,10.0,01:44.1,187.465,Finished,12,Valencia Street Circuit,Spain,2012
1461,21412,867,808,207,21.0,20,13.0,13,13,0.0,57,+1:15.871,6332520.0,54.0,14.0,01:44.3,187.125,Finished,12,Valencia Street Circuit,Spain,2012
1462,21413,867,5,207,20.0,16,14.0,14,14,0.0,57,+1:34.654,6351303.0,40.0,19.0,01:45.3,185.275,Finished,12,Valencia Street Circuit,Spain,2012
1463,21414,867,819,206,25.0,23,15.0,15,15,0.0,57,+1:36.551,6353200.0,43.0,22.0,01:46.7,182.832,Finished,12,Valencia Street Circuit,Spain,2012
1464,21424,868,17,9,2.0,2,1.0,1,1,25.0,52,25:11.3,5111288.0,49.0,4.0,01:34.9,223.393,Finished,9,Silverstone Circuit,UK,2012
1465,21425,868,4,6,5.0,1,2.0,2,2,18.0,52,3.06,5114348.0,49.0,7.0,01:35.4,222.336,Finished,9,Silverstone Circuit,UK,2012
1466,21426,868,20,9,1.0,4,3.0,3,3,15.0,52,4.836,5116124.0,52.0,3.0,01:34.9,223.48,Finished,9,Silverstone Circuit,UK,2012
1467,21427,868,13,6,6.0,5,4.0,4,4,12.0,52,9.519,5120807.0,50.0,5.0,01:35.0,223.141,Finished,9,Silverstone Circuit,UK,2012
1468,21428,868,8,208,9.0,6,5.0,5,5,10.0,52,10.314,5121602.0,50.0,1.0,01:34.7,224.037,Finished,9,Silverstone Circuit,UK,2012
1469,21429,868,154,208,10.0,9,6.0,6,6,8.0,52,17.101,5128389.0,50.0,2.0,01:34.9,223.51,Finished,9,Silverstone Circuit,UK,2012
1470,21430,868,30,131,7.0,3,7.0,7,7,6.0,52,29.153,5140441.0,52.0,6.0,01:35.2,222.789,Finished,9,Silverstone Circuit,UK,2012
1471,21431,868,1,1,4.0,8,8.0,8,8,4.0,52,36.463,5147751.0,44.0,15.0,01:36.2,220.515,Finished,9,Silverstone Circuit,UK,2012
1472,21432,868,811,3,19.0,13,9.0,9,9,2.0,52,43.347,5154635.0,48.0,12.0,01:35.9,221.228,Finished,9,Silverstone Circuit,UK,2012
1473,21433,868,18,1,3.0,16,10.0,10,10,1.0,52,44.444,5155732.0,52.0,14.0,01:36.1,220.714,Finished,9,Silverstone Circuit,UK,2012
1474,21434,868,155,15,14.0,17,11.0,11,11,0.0,52,45.37,5156658.0,48.0,9.0,01:35.5,222.12,Finished,9,Silverstone Circuit,UK,2012
1475,21435,868,807,10,12.0,14,12.0,12,12,0.0,52,47.856,5159144.0,37.0,13.0,01:36.0,220.956,Finished,9,Silverstone Circuit,UK,2012
1476,21436,868,817,5,16.0,12,13.0,13,13,0.0,52,51.241,5162529.0,49.0,8.0,01:35.4,222.19,Finished,9,Silverstone Circuit,UK,2012
1477,21437,868,818,5,17.0,23,14.0,14,14,0.0,52,53.313,5164601.0,49.0,10.0,01:35.5,222.036,Finished,9,Silverstone Circuit,UK,2012
1478,21438,868,3,131,8.0,11,15.0,15,15,0.0,52,57.394,5168682.0,49.0,11.0,01:35.7,221.489,Finished,9,Silverstone Circuit,UK,2012
1479,21448,869,4,6,5.0,1,1.0,1,1,25.0,67,31:05.9,5465862.0,66.0,2.0,01:19.0,208.319,Finished,10,Hockenheimring,Germany,2012
1480,21449,869,18,1,3.0,6,2.0,2,2,18.0,67,6.949,5472811.0,67.0,8.0,01:19.5,207.205,Finished,10,Hockenheimring,Germany,2012
1481,21450,869,8,208,9.0,10,3.0,3,3,15.0,67,16.409,5482271.0,62.0,13.0,01:19.7,206.555,Finished,10,Hockenheimring,Germany,2012
1482,21451,869,155,15,14.0,12,4.0,4,4,12.0,67,21.925,5487787.0,56.0,9.0,01:19.5,207.163,Finished,10,Hockenheimring,Germany,2012
1483,21452,869,20,9,1.0,2,5.0,5,5,10.0,67,23.732,5489594.0,61.0,4.0,01:19.2,208.011,Finished,10,Hockenheimring,Germany,2012
