,resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,status,circuitId,name,country,year
43,96,22,3,3,7.0,11,8.0,8,8,1.0,58,+1:11.406,5280857.0,55.0,9.0,01:27.8,218.882,Finished,5,Istanbul Park,Turkey,2008
44,97,22,14,9,9.0,10,9.0,9,9,0.0,58,+1:15.270,5284721.0,41.0,12.0,01:28.0,218.457,Finished,5,Istanbul Park,Turkey,2008
45,98,22,15,7,11.0,8,10.0,10,10,0.0,58,+1:16.344,5285795.0,52.0,11.0,01:27.9,218.556,Finished,5,Istanbul Park,Turkey,2008
46,109,23,1,1,22.0,3,1.0,1,1,10.0,76,00:42.7,7242742.0,71.0,6.0,01:18.5,153.152,Finished,6,Circuit de Monaco,Monaco,2008
47,110,23,9,2,4.0,5,2.0,2,2,8.0,76,3.064,7245806.0,75.0,5.0,01:17.9,154.286,Finished,6,Circuit de Monaco,Monaco,2008
48,111,23,13,6,2.0,1,3.0,3,3,6.0,76,4.811,7247553.0,76.0,4.0,01:17.9,154.379,Finished,6,Circuit de Monaco,Monaco,2008
49,112,23,17,9,10.0,9,4.0,4,4,5.0,76,19.295,7262037.0,74.0,8.0,01:19.0,152.133,Finished,6,Circuit de Monaco,Monaco,2008
50,113,23,20,5,15.0,19,5.0,5,5,4.0,76,24.657,7267399.0,74.0,7.0,01:18.8,152.614,Finished,6,Circuit de Monaco,Monaco,2008
51,114,23,22,11,17.0,14,6.0,6,6,3.0,76,28.408,7271150.0,75.0,9.0,01:19.6,151.104,Finished,6,Circuit de Monaco,Monaco,2008
52,115,23,6,3,8.0,13,7.0,7,7,2.0,76,30.18,7272922.0,75.0,13.0,01:19.9,150.469,Finished,6,Circuit de Monaco,Monaco,2008
53,116,23,5,1,23.0,4,8.0,8,8,1.0,76,33.191,7275933.0,74.0,2.0,01:17.3,155.586,Finished,6,Circuit de Monaco,Monaco,2008
54,117,23,8,6,1.0,2,9.0,9,9,0.0,76,33.792,7276534.0,74.0,1.0,01:16.7,156.789,Finished,6,Circuit de Monaco,Monaco,2008
55,129,24,9,2,4.0,2,1.0,1,1,10.0,70,36:24.2,5784227.0,47.0,4.0,01:17.5,202.473,Finished,7,Circuit Gilles Villeneuve,Canada,2008
56,130,24,2,2,3.0,8,2.0,2,2,8.0,70,16.495,5800722.0,25.0,2.0,01:17.4,202.758,Finished,7,Circuit Gilles Villeneuve,Canada,2008
57,131,24,14,9,9.0,13,3.0,3,3,6.0,70,23.352,5807579.0,36.0,7.0,01:18.1,201.057,Finished,7,Circuit Gilles Villeneuve,Canada,2008
58,132,24,10,7,12.0,11,4.0,4,4,5.0,70,42.627,5826854.0,31.0,17.0,01:19.1,198.51,Finished,7,Circuit Gilles Villeneuve,Canada,2008
59,133,24,13,6,2.0,6,5.0,5,5,4.0,70,43.934,5828161.0,11.0,6.0,01:18.0,201.261,Finished,7,Circuit Gilles Villeneuve,Canada,2008
60,134,24,15,7,11.0,14,6.0,6,6,3.0,70,47.775,5832002.0,38.0,15.0,01:18.9,199.056,Finished,7,Circuit Gilles Villeneuve,Canada,2008
61,135,24,22,11,17.0,9,7.0,7,7,2.0,70,53.597,5837824.0,35.0,10.0,01:18.3,200.503,Finished,7,Circuit Gilles Villeneuve,Canada,2008
62,136,24,20,5,15.0,19,8.0,8,8,1.0,70,54.12,5838347.0,33.0,12.0,01:18.5,199.913,Finished,7,Circuit Gilles Villeneuve,Canada,2008
63,137,24,5,1,23.0,7,9.0,9,9,0.0,70,54.433,5838660.0,62.0,11.0,01:18.5,200.091,Finished,7,Circuit Gilles Villeneuve,Canada,2008
64,138,24,3,3,7.0,5,10.0,10,10,0.0,70,54.749,5838976.0,14.0,5.0,01:18.0,201.336,Finished,7,Circuit Gilles Villeneuve,Canada,2008
65,139,24,18,11,16.0,20,11.0,11,11,0.0,70,+1:07.540,5851767.0,58.0,19.0,01:19.4,197.847,Finished,7,Circuit Gilles Villeneuve,Canada,2008
66,140,24,17,9,10.0,10,12.0,12,12,0.0,70,+1:11.299,5855526.0,51.0,8.0,01:18.2,200.759,Finished,7,Circuit Gilles Villeneuve,Canada,2008
67,149,25,13,6,2.0,2,1.0,1,1,10.0,70,31:50.2,5510245.0,20.0,2.0,01:16.7,206.956,Finished,8,Circuit de Nevers Magny-Cours,France,2008
68,150,25,8,6,1.0,1,2.0,2,2,8.0,70,17.984,5528229.0,16.0,1.0,01:16.6,207.224,Finished,8,Circuit de Nevers Magny-Cours,France,2008
69,151,25,15,7,11.0,4,3.0,3,3,6.0,70,28.25,5538495.0,12.0,7.0,01:17.6,204.721,Finished,8,Circuit de Nevers Magny-Cours,France,2008
70,152,25,5,1,23.0,10,4.0,4,4,5.0,70,28.929,5539174.0,46.0,3.0,01:17.1,205.87,Finished,8,Circuit de Nevers Magny-Cours,France,2008
71,153,25,9,2,4.0,5,5.0,5,5,4.0,70,30.512,5540757.0,16.0,4.0,01:17.2,205.768,Finished,8,Circuit de Nevers Magny-Cours,France,2008
72,154,25,17,9,10.0,6,6.0,6,6,3.0,70,40.304,5550549.0,22.0,6.0,01:17.5,204.879,Finished,8,Circuit de Nevers Magny-Cours,France,2008
73,155,25,12,4,6.0,9,7.0,7,7,2.0,70,41.033,5551278.0,24.0,10.0,01:17.8,204.218,Finished,8,Circuit de Nevers Magny-Cours,France,2008
74,156,25,4,4,5.0,3,8.0,8,8,1.0,70,43.372,5553617.0,39.0,8.0,01:17.6,204.525,Finished,8,Circuit de Nevers Magny-Cours,France,2008
75,157,25,14,9,9.0,7,9.0,9,9,0.0,70,51.021,5561266.0,23.0,12.0,01:17.8,204.06,Finished,8,Circuit de Nevers Magny-Cours,France,2008
76,158,25,1,1,22.0,13,10.0,10,10,0.0,70,54.538,5564783.0,40.0,5.0,01:17.5,205.022,Finished,8,Circuit de Nevers Magny-Cours,France,2008
77,159,25,10,7,12.0,8,11.0,11,11,0.0,70,57.7,5567945.0,45.0,13.0,01:17.8,204.013,Finished,8,Circuit de Nevers Magny-Cours,France,2008
78,160,25,20,5,15.0,12,12.0,12,12,0.0,70,58.065,5568310.0,36.0,11.0,01:17.8,204.212,Finished,8,Circuit de Nevers Magny-Cours,France,2008
79,161,25,2,2,3.0,11,13.0,13,13,0.0,70,+1:02.079,5572324.0,46.0,9.0,01:17.7,204.328,Finished,8,Circuit de Nevers Magny-Cours,France,2008
80,169,26,1,1,22.0,4,1.0,1,1,10.0,60,39:09.4,5949440.0,16.0,3.0,01:32.8,199.398,Finished,9,Silverstone Circuit,UK,2008
81,170,26,2,2,3.0,5,2.0,2,2,8.0,60,+1:08.577,6018017.0,21.0,2.0,01:32.7,199.609,Finished,9,Silverstone Circuit,UK,2008
82,171,26,22,11,17.0,16,3.0,3,3,6.0,60,+1:22.273,6031713.0,21.0,11.0,01:33.4,198.183,Finished,9,Silverstone Circuit,UK,2008
83,189,27,1,1,22.0,1,1.0,1,1,10.0,67,31:20.9,5480874.0,17.0,2.0,01:16.0,216.552,Finished,10,Hockenheimring,Germany,2008
84,190,27,12,4,6.0,17,2.0,2,2,8.0,67,5.586,5486460.0,66.0,9.0,01:16.9,214.099,Finished,10,Hockenheimring,Germany,2008
85,191,27,13,6,2.0,2,3.0,3,3,6.0,67,9.339,5490213.0,19.0,5.0,01:16.5,215.241,Finished,10,Hockenheimring,Germany,2008
86,192,27,2,2,3.0,12,4.0,4,4,5.0,67,9.825,5490699.0,52.0,1.0,01:16.0,216.7,Finished,10,Hockenheimring,Germany,2008
87,193,27,5,1,23.0,3,5.0,5,5,4.0,67,12.411,5493285.0,63.0,4.0,01:16.5,215.261,Finished,10,Hockenheimring,Germany,2008
88,194,27,8,6,1.0,6,6.0,6,6,3.0,67,14.403,5495277.0,66.0,3.0,01:16.3,215.692,Finished,10,Hockenheimring,Germany,2008
89,195,27,9,2,4.0,7,7.0,7,7,2.0,67,22.682,5503556.0,17.0,6.0,01:16.6,214.937,Finished,10,Hockenheimring,Germany,2008
90,196,27,20,5,15.0,9,8.0,8,8,1.0,67,33.299,5514173.0,20.0,8.0,01:16.8,214.484,Finished,10,Hockenheimring,Germany,2008
91,197,27,15,7,11.0,4,9.0,9,9,0.0,67,37.158,5518032.0,17.0,12.0,01:17.0,213.785,Finished,10,Hockenheimring,Germany,2008
92,198,27,3,3,7.0,13,10.0,10,10,0.0,67,37.625,5518499.0,34.0,15.0,01:17.4,212.799,Finished,10,Hockenheimring,Germany,2008
93,199,27,4,4,5.0,5,11.0,11,11,0.0,67,38.6,5519474.0,17.0,13.0,01:17.1,213.53,Finished,10,Hockenheimring,Germany,2008
94,200,27,7,5,14.0,15,12.0,12,12,0.0,67,39.111,5519985.0,63.0,10.0,01:17.0,213.935,Finished,10,Hockenheimring,Germany,2008
95,201,27,14,9,9.0,10,13.0,13,13,0.0,67,54.971,5535845.0,18.0,11.0,01:17.0,213.866,Finished,10,Hockenheimring,Germany,2008
96,202,27,6,3,8.0,16,14.0,14,14,0.0,67,+1:00.003,5540877.0,23.0,17.0,01:17.7,211.947,Finished,10,Hockenheimring,Germany,2008
97,203,27,16,10,20.0,19,15.0,15,15,0.0,67,+1:09.488,5550362.0,66.0,18.0,01:17.9,211.408,Finished,10,Hockenheimring,Germany,2008
98,204,27,21,10,21.0,20,16.0,16,16,0.0,67,+1:24.093,5564967.0,67.0,20.0,01:18.2,210.546,Finished,10,Hockenheimring,Germany,2008
99,209,28,5,1,23.0,2,1.0,1,1,10.0,70,37:27.1,5847067.0,19.0,7.0,01:21.8,192.917,Finished,11,Hungaroring,Hungary,2008
100,210,28,10,7,12.0,5,2.0,2,2,8.0,70,11.061,5858128.0,42.0,6.0,01:21.7,193.111,Finished,11,Hungaroring,Hungary,2008
101,211,28,8,6,1.0,6,3.0,3,3,6.0,70,16.856,5863923.0,61.0,1.0,01:21.2,194.243,Finished,11,Hungaroring,Hungary,2008
102,212,28,4,4,5.0,7,4.0,4,4,5.0,70,21.614,5868681.0,47.0,8.0,01:21.8,192.823,Finished,11,Hungaroring,Hungary,2008
103,213,28,1,1,22.0,1,5.0,5,5,4.0,70,23.048,5870115.0,15.0,3.0,01:21.5,193.533,Finished,11,Hungaroring,Hungary,2008
104,214,28,12,4,6.0,10,6.0,6,6,3.0,70,32.298,5879365.0,64.0,4.0,01:21.5,193.428,Finished,11,Hungaroring,Hungary,2008
105,215,28,15,7,11.0,9,7.0,7,7,2.0,70,36.449,5883516.0,65.0,5.0,01:21.6,193.189,Finished,11,Hungaroring,Hungary,2008
106,216,28,9,2,4.0,4,8.0,8,8,1.0,70,48.321,5895388.0,70.0,9.0,01:21.9,192.475,Finished,11,Hungaroring,Hungary,2008
107,217,28,17,9,10.0,8,9.0,9,9,0.0,70,58.834,5905901.0,67.0,10.0,01:22.1,192.043,Finished,11,Hungaroring,Hungary,2008
108,218,28,2,2,3.0,15,10.0,10,10,0.0,70,+1:07.709,5914776.0,67.0,11.0,01:22.2,191.908,Finished,11,Hungaroring,Hungary,2008
109,219,28,14,9,9.0,13,11.0,11,11,0.0,70,+1:10.407,5917474.0,67.0,16.0,01:22.7,190.634,Finished,11,Hungaroring,Hungary,2008
110,229,29,13,6,2.0,1,1.0,1,1,10.0,57,35:32.3,5732339.0,36.0,1.0,01:38.7,197.637,Finished,12,Valencia Street Circuit,Spain,2008
111,230,29,1,1,22.0,2,2.0,2,2,8.0,57,5.611,5737950.0,16.0,2.0,01:38.9,197.285,Finished,12,Valencia Street Circuit,Spain,2008
112,231,29,9,2,4.0,3,3.0,3,3,6.0,57,37.353,5769692.0,38.0,4.0,01:39.3,196.399,Finished,12,Valencia Street Circuit,Spain,2008
113,232,29,5,1,23.0,5,4.0,4,4,5.0,57,39.703,5772042.0,19.0,3.0,01:39.1,196.831,Finished,12,Valencia Street Circuit,Spain,2008
114,233,29,15,7,11.0,7,5.0,5,5,4.0,57,50.684,5783023.0,37.0,12.0,01:39.7,195.755,Finished,12,Valencia Street Circuit,Spain,2008
115,234,29,20,5,15.0,6,6.0,6,6,3.0,57,52.625,5784964.0,36.0,6.0,01:39.5,196.093,Finished,12,Valencia Street Circuit,Spain,2008
116,235,29,10,7,12.0,13,7.0,7,7,2.0,57,+1:07.990,5800329.0,54.0,8.0,01:39.5,195.995,Finished,12,Valencia Street Circuit,Spain,2008
117,236,29,3,3,7.0,9,8.0,8,8,1.0,57,+1:11.457,5803796.0,35.0,10.0,01:39.6,195.912,Finished,12,Valencia Street Circuit,Spain,2008
118,237,29,2,2,3.0,8,9.0,9,9,0.0,57,+1:22.177,5814516.0,57.0,7.0,01:39.5,196.013,Finished,12,Valencia Street Circuit,Spain,2008
119,238,29,7,5,14.0,10,10.0,10,10,0.0,57,+1:29.794,5822133.0,35.0,11.0,01:39.6,195.79,Finished,12,Valencia Street Circuit,Spain,2008
120,239,29,12,4,6.0,15,11.0,11,11,0.0,57,+1:32.717,5825056.0,29.0,9.0,01:39.5,195.977,Finished,12,Valencia Street Circuit,Spain,2008
121,249,30,13,6,2.0,2,1.0,1,1,10.0,44,22:59.4,4979394.0,26.0,3.0,01:48.2,232.987,Finished,13,Circuit de Spa-Francorchamps,Belgium,2008
122,250,30,2,2,3.0,5,2.0,2,2,8.0,44,9.383,4988777.0,36.0,7.0,01:49.1,231.182,Finished,13,Circuit de Spa-Francorchamps,Belgium,2008
123,251,30,1,1,22.0,1,3.0,3,3,6.0,44,10.539,4989933.0,20.0,2.0,01:48.1,233.175,Finished,13,Circuit de Spa-Francorchamps,Belgium,2008
124,252,30,4,4,5.0,6,4.0,4,4,5.0,44,14.478,4993872.0,25.0,9.0,01:49.2,230.82,Finished,13,Circuit de Spa-Francorchamps,Belgium,2008
125,253,30,20,5,15.0,10,5.0,5,5,4.0,44,14.576,4993970.0,16.0,8.0,01:49.1,231.142,Finished,13,Circuit de Spa-Francorchamps,Belgium,2008
126,254,30,9,2,4.0,8,6.0,6,6,3.0,44,15.037,4994431.0,36.0,5.0,01:49.0,231.399,Finished,13,Circuit de Spa-Francorchamps,Belgium,2008
127,255,30,7,5,14.0,9,7.0,7,7,2.0,44,16.735,4996129.0,31.0,6.0,01:49.0,231.32,Finished,13,Circuit de Spa-Francorchamps,Belgium,2008
128,256,30,17,9,10.0,7,8.0,8,8,1.0,44,42.776,5022170.0,34.0,10.0,01:49.5,230.236,Finished,13,Circuit de Spa-Francorchamps,Belgium,2008
129,257,30,10,7,12.0,13,9.0,9,9,0.0,44,+1:07.045,5046439.0,37.0,12.0,01:50.3,228.691,Finished,13,Circuit de Spa-Francorchamps,Belgium,2008
130,269,31,20,5,15.0,1,1.0,1,1,10.0,53,26:47.5,5207494.0,53.0,14.0,01:30.5,230.414,Finished,14,Autodromo Nazionale di Monza,Italy,2008
131,270,31,5,1,23.0,2,2.0,2,2,8.0,53,12.512,5220006.0,53.0,13.0,01:30.3,230.95,Finished,14,Autodromo Nazionale di Monza,Italy,2008
132,271,31,9,2,4.0,11,3.0,3,3,6.0,53,20.471,5227965.0,52.0,12.0,01:30.3,230.955,Finished,14,Autodromo Nazionale di Monza,Italy,2008
133,272,31,4,4,5.0,8,4.0,4,4,5.0,53,23.903,5231397.0,51.0,9.0,01:30.0,231.82,Finished,14,Autodromo Nazionale di Monza,Italy,2008
134,273,31,2,2,3.0,10,5.0,5,5,4.0,53,27.748,5235242.0,53.0,6.0,01:29.8,232.217,Finished,14,Autodromo Nazionale di Monza,Italy,2008
135,274,31,13,6,2.0,6,6.0,6,6,3.0,53,28.816,5236310.0,52.0,4.0,01:29.7,232.505,Finished,14,Autodromo Nazionale di Monza,Italy,2008
136,275,31,1,1,22.0,15,7.0,7,7,2.0,53,29.912,5237406.0,52.0,5.0,01:29.7,232.44,Finished,14,Autodromo Nazionale di Monza,Italy,2008
137,276,31,17,9,10.0,3,8.0,8,8,1.0,53,32.048,5239542.0,52.0,3.0,01:29.7,232.544,Finished,14,Autodromo Nazionale di Monza,Italy,2008
138,277,31,8,6,1.0,14,9.0,9,9,0.0,53,39.468,5246962.0,53.0,1.0,01:28.0,236.859,Finished,14,Autodromo Nazionale di Monza,Italy,2008
139,278,31,12,4,6.0,17,10.0,10,10,0.0,53,54.445,5261939.0,53.0,16.0,01:30.9,229.38,Finished,14,Autodromo Nazionale di Monza,Italy,2008
140,279,31,10,7,12.0,9,11.0,11,11,0.0,53,58.888,5266382.0,53.0,8.0,01:29.9,231.853,Finished,14,Autodromo Nazionale di Monza,Italy,2008
141,280,31,6,3,8.0,18,12.0,12,12,0.0,53,+1:02.015,5269509.0,53.0,11.0,01:30.2,231.167,Finished,14,Autodromo Nazionale di Monza,Italy,2008
142,281,31,15,7,11.0,7,13.0,13,13,0.0,53,+1:05.954,5273448.0,52.0,15.0,01:30.9,229.544,Finished,14,Autodromo Nazionale di Monza,Italy,2008
143,282,31,3,3,7.0,5,14.0,14,14,0.0,53,+1:08.635,5276129.0,53.0,10.0,01:30.0,231.671,Finished,14,Autodromo Nazionale di Monza,Italy,2008
144,283,31,18,11,16.0,19,15.0,15,15,0.0,53,+1:13.370,5280864.0,52.0,7.0,01:29.8,232.166,Finished,14,Autodromo Nazionale di Monza,Italy,2008
145,289,32,4,4,5.0,15,1.0,1,1,10.0,61,57:16.3,7036304.0,55.0,3.0,01:45.8,172.464,Finished,15,Marina Bay Street Circuit,Singapore,2008
146,290,32,3,3,7.0,8,2.0,2,2,8.0,61,2.957,7039261.0,39.0,5.0,01:46.5,171.352,Finished,15,Marina Bay Street Circuit,Singapore,2008
147,291,32,1,1,22.0,2,3.0,3,3,6.0,61,5.917,7042221.0,14.0,4.0,01:46.1,171.969,Finished,15,Marina Bay Street Circuit,Singapore,2008
148,292,32,10,7,12.0,7,4.0,4,4,5.0,61,8.155,7044459.0,50.0,8.0,01:47.0,170.408,Finished,15,Marina Bay Street Circuit,Singapore,2008
149,293,32,20,5,15.0,6,5.0,5,5,4.0,61,10.268,7046572.0,13.0,9.0,01:47.3,170.047,Finished,15,Marina Bay Street Circuit,Singapore,2008
150,294,32,2,2,3.0,9,6.0,6,6,3.0,61,11.101,7047405.0,14.0,11.0,01:47.3,169.992,Finished,15,Marina Bay Street Circuit,Singapore,2008
151,295,32,14,9,9.0,14,7.0,7,7,2.0,61,16.387,7052691.0,41.0,13.0,01:47.6,169.587,Finished,15,Marina Bay Street Circuit,Singapore,2008
152,296,32,6,3,8.0,10,8.0,8,8,1.0,61,18.489,7054793.0,13.0,10.0,01:47.3,170.022,Finished,15,Marina Bay Street Circuit,Singapore,2008
153,297,32,18,11,16.0,12,9.0,9,9,0.0,61,19.885,7056189.0,61.0,15.0,01:48.1,168.7,Finished,15,Marina Bay Street Circuit,Singapore,2008
154,298,32,5,1,23.0,5,10.0,10,10,0.0,61,26.902,7063206.0,14.0,12.0,01:47.3,169.943,Finished,15,Marina Bay Street Circuit,Singapore,2008
155,299,32,9,2,4.0,4,11.0,11,11,0.0,61,27.975,7064279.0,14.0,6.0,01:46.9,170.639,Finished,15,Marina Bay Street Circuit,Singapore,2008
156,300,32,7,5,14.0,17,12.0,12,12,0.0,61,29.432,7065736.0,29.0,14.0,01:47.8,169.181,Finished,15,Marina Bay Street Circuit,Singapore,2008
157,301,32,13,6,2.0,1,13.0,13,13,0.0,61,35.17,7071474.0,13.0,2.0,01:45.8,172.482,Finished,15,Marina Bay Street Circuit,Singapore,2008
158,302,32,21,10,21.0,20,14.0,14,14,0.0,61,43.571,7079875.0,28.0,16.0,01:49.1,167.195,Finished,15,Marina Bay Street Circuit,Singapore,2008
159,309,33,4,4,5.0,4,1.0,1,1,10.0,67,30:21.9,5421892.0,41.0,3.0,01:19.1,207.668,Finished,16,Fuji Speedway,Japan,2008
160,310,33,9,2,4.0,6,2.0,2,2,8.0,67,5.283,5427175.0,16.0,7.0,01:19.3,207.168,Finished,16,Fuji Speedway,Japan,2008
161,311,33,8,6,1.0,2,3.0,3,3,6.0,67,6.4,5428292.0,66.0,2.0,01:19.0,207.947,Finished,16,Fuji Speedway,Japan,2008
162,312,33,12,4,6.0,12,4.0,4,4,5.0,67,20.57,5442462.0,54.0,4.0,01:19.2,207.411,Finished,16,Fuji Speedway,Japan,2008
163,313,33,15,7,11.0,7,5.0,5,5,4.0,67,23.767,5445659.0,18.0,9.0,01:19.5,206.564,Finished,16,Fuji Speedway,Japan,2008
164,314,33,20,5,15.0,9,6.0,6,6,3.0,67,39.207,5461099.0,21.0,12.0,01:19.6,206.322,Finished,16,Fuji Speedway,Japan,2008
165,315,33,13,6,2.0,5,7.0,7,7,2.0,67,46.158,5468050.0,55.0,1.0,01:18.4,209.456,Finished,16,Fuji Speedway,Japan,2008
166,316,33,17,9,10.0,13,8.0,8,8,1.0,67,50.811,5472703.0,30.0,13.0,01:19.8,205.798,Finished,16,Fuji Speedway,Japan,2008
167,317,33,2,2,3.0,16,9.0,9,9,0.0,67,54.12,5476012.0,67.0,8.0,01:19.5,206.727,Finished,16,Fuji Speedway,Japan,2008
168,318,33,7,5,14.0,10,10.0,10,10,0.0,67,59.085,5480977.0,49.0,6.0,01:19.3,207.246,Finished,16,Fuji Speedway,Japan,2008
169,319,33,3,3,7.0,15,11.0,11,11,0.0,67,+1:02.096,5483988.0,66.0,10.0,01:19.5,206.545,Finished,16,Fuji Speedway,Japan,2008
170,320,33,1,1,22.0,1,12.0,12,12,0.0,67,+1:18.900,5500792.0,65.0,11.0,01:19.6,206.47,Finished,16,Fuji Speedway,Japan,2008
171,329,34,1,1,22.0,1,1.0,1,1,10.0,56,31:57.4,5517403.0,13.0,1.0,01:36.3,203.722,Finished,17,Shanghai International Circuit,China,2008
172,330,34,13,6,2.0,3,2.0,2,2,8.0,56,14.925,5532328.0,36.0,4.0,01:36.6,203.161,Finished,17,Shanghai International Circuit,China,2008
173,331,34,8,6,1.0,2,3.0,3,3,6.0,56,16.445,5533848.0,14.0,2.0,01:36.5,203.389,Finished,17,Shanghai International Circuit,China,2008
174,332,34,4,4,5.0,4,4.0,4,4,5.0,56,18.37,5535773.0,56.0,5.0,01:36.7,203.018,Finished,17,Shanghai International Circuit,China,2008
175,333,34,2,2,3.0,9,5.0,5,5,4.0,56,28.923,5546326.0,56.0,3.0,01:36.5,203.357,Finished,17,Shanghai International Circuit,China,2008
176,334,34,9,2,4.0,11,6.0,6,6,3.0,56,33.219,5550622.0,56.0,7.0,01:36.9,202.61,Finished,17,Shanghai International Circuit,China,2008
177,335,34,10,7,12.0,12,7.0,7,7,2.0,56,41.722,5559125.0,56.0,6.0,01:36.7,202.876,Finished,17,Shanghai International Circuit,China,2008
178,336,34,12,4,6.0,10,8.0,8,8,1.0,56,56.645,5574048.0,56.0,8.0,01:37.0,202.313,Finished,17,Shanghai International Circuit,China,2008
179,337,34,20,5,15.0,6,9.0,9,9,0.0,56,+1:04.339,5581742.0,55.0,9.0,01:37.2,201.863,Finished,17,Shanghai International Circuit,China,2008
180,338,34,14,9,9.0,15,10.0,10,10,0.0,56,+1:14.842,5592245.0,27.0,14.0,01:37.8,200.746,Finished,17,Shanghai International Circuit,China,2008
181,339,34,22,11,17.0,13,11.0,11,11,0.0,56,+1:25.061,5602464.0,56.0,16.0,01:37.8,200.558,Finished,17,Shanghai International Circuit,China,2008
182,340,34,6,3,8.0,17,12.0,12,12,0.0,56,+1:30.847,5608250.0,54.0,17.0,01:38.0,200.202,Finished,17,Shanghai International Circuit,China,2008
183,341,34,7,5,14.0,8,13.0,13,13,0.0,56,+1:31.457,5608860.0,36.0,12.0,01:37.5,201.366,Finished,17,Shanghai International Circuit,China,2008
184,342,34,17,9,10.0,16,14.0,14,14,0.0,56,+1:32.422,5609825.0,10.0,13.0,01:37.7,200.896,Finished,17,Shanghai International Circuit,China,2008
185,349,35,13,6,2.0,1,1.0,1,1,10.0,71,34:11.4,5651435.0,36.0,1.0,01:13.7,210.377,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2008
186,350,35,4,4,5.0,6,2.0,2,2,8.0,71,13.298,5664733.0,39.0,8.0,01:14.2,208.98,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2008
187,351,35,8,6,1.0,3,3.0,3,3,6.0,71,16.235,5667670.0,59.0,3.0,01:14.1,209.296,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2008
188,352,35,20,5,15.0,7,4.0,4,4,5.0,71,38.011,5689446.0,25.0,7.0,01:14.2,209.022,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2008
189,353,35,1,1,22.0,4,5.0,5,5,4.0,71,38.907,5690342.0,31.0,4.0,01:14.2,209.177,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2008
190,354,35,10,7,12.0,10,6.0,6,6,3.0,71,44.368,5695803.0,32.0,2.0,01:14.1,209.465,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2008
191,355,35,5,1,23.0,5,7.0,7,7,2.0,71,55.074,5706509.0,36.0,6.0,01:14.2,209.042,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2008
192,356,35,15,7,11.0,2,8.0,8,8,1.0,71,+1:08.433,5719868.0,40.0,5.0,01:14.2,209.155,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2008
193,357,35,17,9,10.0,12,9.0,9,9,0.0,71,+1:19.666,5731101.0,40.0,14.0,01:15.0,206.741,Finished,18,AutÌ_dromo JosÌ© Carlos Pace,Brazil,2008
194,369,36,8,6,6.0,1,1.0,1,1,10.0,58,25:28.8,5128770.0,41.0,1.0,01:25.2,223.978,Finished,1,Albert Park Grand Prix Circuit,Australia,2007
195,370,36,4,1,1.0,2,2.0,2,2,8.0,58,7.242,5136012.0,20.0,2.0,01:26.3,221.178,Finished,1,Albert Park Grand Prix Circuit,Australia,2007
196,371,36,1,1,2.0,4,3.0,3,3,6.0,58,18.595,5147365.0,20.0,3.0,01:26.4,221.083,Finished,1,Albert Park Grand Prix Circuit,Australia,2007
197,372,36,2,2,9.0,3,4.0,4,4,5.0,58,38.763,5167533.0,37.0,6.0,01:26.7,220.137,Finished,1,Albert Park Grand Prix Circuit,Australia,2007
198,373,36,21,4,3.0,6,5.0,5,5,4.0,58,+1:06.469,5195239.0,18.0,7.0,01:26.9,219.707,Finished,1,Albert Park Grand Prix Circuit,Australia,2007
199,374,36,13,6,5.0,22,6.0,6,6,3.0,58,+1:06.805,5195575.0,28.0,8.0,01:27.0,219.323,Finished,1,Albert Park Grand Prix Circuit,Australia,2007
200,391,37,4,1,1.0,2,1.0,1,1,10.0,56,32:14.9,5534930.0,42.0,2.0,01:36.9,206.014,Finished,2,Sepang International Circuit,Malaysia,2007
201,392,37,1,1,2.0,4,2.0,2,2,8.0,56,17.557,5552487.0,22.0,1.0,01:36.7,206.355,Finished,2,Sepang International Circuit,Malaysia,2007
202,393,37,8,6,6.0,3,3.0,3,3,6.0,56,18.339,5553269.0,40.0,4.0,01:37.2,205.237,Finished,2,Sepang International Circuit,Malaysia,2007
203,394,37,2,2,9.0,5,4.0,4,4,5.0,56,33.777,5568707.0,55.0,5.0,01:37.4,204.838,Finished,2,Sepang International Circuit,Malaysia,2007
204,395,37,13,6,5.0,1,5.0,5,5,4.0,56,36.705,5571635.0,42.0,3.0,01:37.2,205.298,Finished,2,Sepang International Circuit,Malaysia,2007
205,396,37,21,4,3.0,12,6.0,6,6,3.0,56,+1:05.638,5600568.0,44.0,9.0,01:37.9,203.872,Finished,2,Sepang International Circuit,Malaysia,2007
206,397,37,15,7,12.0,8,7.0,7,7,2.0,56,+1:10.132,5605062.0,40.0,10.0,01:38.0,203.587,Finished,2,Sepang International Circuit,Malaysia,2007
